MovieID,Title,Genres,Year,imdb_id,id,production_countries,genres,original_language,original_title,title,overview,release_date,vote_average,director,writer,actors
59,The Confessional (Le Confessionnal) (1995),Drama|Mystery,1995,112714,99040.0,Canada,Thriller|Drama|Mystery,French,Le confessionnal,The Confessional,"The year is 1952, in Quebec City. Rachel (16), unmarried and pregnant, works in the church. Filled with shame, she unburdens her guilt to a young priest, under the confidentiality of the confessional. In the present year of 1989, Pierre Lamontagne has returned to Quebec to attend his father's funeral. He meets up with his adopted brother, Marc, who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s. Past and present converge in a complex web of intrigue where the answer to the mystery lies.",1995-09-29,6.5,Robert Lepage,,Lothaire Bluteau|Patrick Goyette|Jean-Louis Millette|Kristin Scott Thomas
60,The Indian in the Cupboard (1995),Adventure|Children's|Fantasy,1995,113419,11359.0,United States of America,Adventure|Family|Fantasy,English,The Indian in the Cupboard,The Indian in the Cupboard,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,1995-07-14,5.9,Frank Oz,Melissa Mathison,Hal Scardino|Litefoot|Lindsay Crouse|Richard Jenkins
61,Eye for an Eye (1996),Drama|Thriller,1996,116260,17182.0,United States of America,Drama|Thriller,English,Eye for an Eye,Eye for an Eye,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",1996-01-12,5.8,John Schlesinger,,Sally Field|Kiefer Sutherland|Ed Harris|Beverly D'Angelo
62,Mr. Holland's Opus (1995),Drama,1995,113862,2054.0,United States of America,Music|Drama|Family,English,Mr. Holland's Opus,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",1995-12-29,6.9,Stephen Herek,Patrick Sheane Duncan,Richard Dreyfuss|Glenne Headly|Jay Thomas|Olympia Dukakis
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,1996,116126,10607.0,United States of America,Comedy,English,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",1996-01-12,6.2,Paris Barclay,Shawn Wayans,Shawn Wayans|Marlon Wayans|Tracey Cherelle Jones|Chris Spencer
64,Two if by Sea (1996),Comedy|Romance,1996,118002,19760.0,United States of America,Comedy|Romance,English,Two If by Sea,Two If by Sea,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",1996-01-12,4.5,Bill Bennett,,Sandra Bullock|Denis Leary|Yaphet Kotto|Stephen Dillane
65,Bio-Dome (1996),Comedy,1996,115683,9536.0,United States of America,Comedy,English,Bio-Dome,Bio-Dome,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",1996-01-12,4.4,Jason Bloom,,Pauly Shore|Stephen Baldwin|Joey Lauren Adams|Teresa Hill
66,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,1996,116839,11525.0,United States of America,Action|Science Fiction,English,Lawnmower Man 2: Beyond Cyberspace,Lawnmower Man 2: Beyond Cyberspace,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.",1996-01-12,2.8,Farhad Mann,Farhad Mann,Patrick Bergin|Matt Frewer|Austin O'Brien|Ely Pouget
67,Two Bits (1995),Drama,1995,114753,40628.0,United States of America,Drama|Family,English,Two Bits,Two Bits,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",1995-10-22,5.4,James Foley,,Jerry Barone|Al Pacino|Mary Elizabeth Mastrantonio|Joe Grifasi
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995,113149,4482.0,France,Comedy|Romance,French,Gazon maudit,French Twist,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",1995-02-08,6.0,Josiane Balasko,Josiane Balasko,Victoria Abril|Josiane Balasko|Alain Chabat|Ticky Holgado
69,Friday (1995),Comedy,1995,113118,10634.0,United States of America,Comedy,English,Friday,Friday,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",1995-04-26,7.0,F. Gary Gray,DJ Pooh,Ice Cube|Chris Tucker|Nia Long|Tom Lister Jr.
70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,1996,116367,755.0,United States of America,Horror|Action|Thriller|Crime,English,From Dusk Till Dawn,From Dusk Till Dawn,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",1996-01-19,6.9,Robert Rodriguez,Quentin Tarantino,George Clooney|Quentin Tarantino|Harvey Keitel|Juliette Lewis
71,Fair Game (1995),Action,1995,113010,11859.0,United States of America,Action|Thriller|Romance,English,Fair Game,Fair Game,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",1995-11-03,4.1,Andrew Sipes,Charlie Fletcher,William Baldwin|Cindy Crawford|Steven Berkoff|Christopher McDonald
72,Kicking and Screaming (1995),Comedy|Drama,1995,113537,28387.0,United States of America,Comedy|Drama|Romance,English,Kicking and Screaming,Kicking and Screaming,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",1995-10-06,7.0,Noah Baumbach,,Josh Hamilton|Olivia d'Abo|Carlos Jacott|Eric Stoltz
73,"Misérables, Les (1995)",Drama|Musical,1995,113828,48750.0,France,Drama|History,French,Les misérables,Les Miserables,"In France during World War II, a poor and illiterate man, Henri Fortin (Jean-Paul Belmondo), is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",1995-03-22,6.6,Claude Lelouch,,Jean-Paul Belmondo|Michel Boujenah|Alessandra Martines|Salomé Lelouch
74,Bed of Roses (1996),Drama|Romance,1996,115644,20927.0,United States of America,Drama|Romance,English,Bed of Roses,Bed of Roses,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",1996-01-26,5.1,Michael Goldenberg,,Christian Slater|Mary Stuart Masterson|Pamela Adlon|Josh Brolin
75,Big Bully (1996),Comedy|Drama,1996,115676,36929.0,United States of America,Comedy|Family,English,Big Bully,Big Bully,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",1996-01-26,3.9,Steve Miner,,Rick Moranis|Tom Arnold|Julianne Phillips|Carol Kane
76,Screamers (1995),Sci-Fi|Thriller,1995,114367,9102.0,Canada|Japan|United States of America,Horror|Science Fiction,English,Screamers,Screamers,"(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",1995-09-08,6.1,Christian Duguay,Dan O'Bannon,Peter Weller|Roy Dupuis|Jennifer Rubin|Andrew Lauer
77,Nico Icon (1995),Documentary,1995,113973,124626.0,Germany|United States of America,Documentary,English,Nico Icon,Nico Icon,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",1995-02-18,7.3,Susanne Ofteringer,,Nico|Tina Aumont|Jackson Browne|John Cale
78,The Crossing Guard (1995),Drama,1995,112744,27526.0,United States of America,Drama|Thriller,English,The Crossing Guard,The Crossing Guard,"After his daughter died in a hit and run, Freddy Gale has waited six years for John Booth, the man responsible, to be released from prison. On the day of release, Gale visits Booth and announces that he will kill him in one week. Booth uses his time to try and make peace with himself and his entourage, and even finds romance. Gale, whose life is spiraling down because of his obsession towards Booth, will bring himself on the very edge of sanity. At he end of the week, both men will find themselves on a collision course with each other.",1995-11-15,6.1,Sean Penn,,Jack Nicholson|David Morse|Anjelica Huston|Robin Wright
79,The Juror (1996),Drama|Thriller,1996,116731,9623.0,United States of America,Drama|Thriller,English,The Juror,The Juror,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",1996-02-02,5.5,Brian Gibson,Ted Tally,Demi Moore|Alec Baldwin|Joseph Gordon-Levitt|Anne Heche
80,The White Balloon (Badkonake Sefid ) (1995),Drama,1995,112445,46785.0,Iran,Family|Drama,Persian,بادکنک سفید,The White Balloon,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,1995-01-01,7.5,Jafar Panahi,,Aida Mohammadkhani|Mohsen Kafili|Fereshteh Sadre Orafaiy|Anna Borkowska
81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,1995,114660,400.0,United States of America,Drama|Crime,English,Things to Do in Denver When You're Dead,Things to Do in Denver When You're Dead,A mafia film in Tarantino style with a star-studded cast. Jimmy’s “The Saint” gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as “The Man with the Plan.”,1995-12-01,6.7,Gary Fleder,Scott Rosenberg,Andy García|Christopher Lloyd|William Forsythe|Bill Nunn
82,Antonia's Line (Antonia) (1995),Drama,1995,112379,880.0,Netherlands|United Kingdom|Belgium,Drama|Comedy,Dutch,Antonia,Antonia's Line,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",1995-09-12,7.2,Marleen Gorris,Marleen Gorris,Willeke van Ammelrooy|Els Dottermans|Dora van der Groen|Veerle van Overloop
